run_id,timestamp_iso,t_elapsed_s,pass_index,pass_type,driven_amp,commanded_kv,commanded_gen_v,ain,amp_label,kind,mean_v,std_v,min_v,max_v,n_samples,n_windows,converted_value,converted_unit,stream_profile
cal_20260804T111952,2026-08-04T16:20:05.045417+00:00,12.899507599999197,0,up,X+,-4.0,-4.0,AIN6,Y-,current,-0.0038660786216543055,0.05083968619784883,-0.08297216892242432,0.07212714850902557,12500,10,-0.03866078621654306,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:06.829201+00:00,14.683277799980715,0,up,X+,-3.8,-3.8,AIN13,X+,voltage,-3.800450443954468,0.0026812103392475813,-3.8079428672790527,-3.7918665409088135,12500,10,-3.800450443954468,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:06.829201+00:00,14.683277799980715,0,up,X+,-3.8,-3.8,AIN12,X+,current,-0.0250473033126269,0.046259623758405456,-0.09589624404907227,0.046275265514850616,12500,10,-0.250473033126269,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:06.829201+00:00,14.683277799980715,0,up,X+,-3.8,-3.8,AIN11,X-,voltage,-0.014796549958270042,0.002864386484108383,-0.022449670359492302,-0.0025907254312187433,12500,10,-0.014796549958270042,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:06.829201+00:00,14.683277799980715,0,up,X+,-3.8,-3.8,AIN10,X-,current,-0.005328721613881644,0.04308956360625021,-0.07225464284420013,0.058255404233932495,12500,10,-0.05328721613881644,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:06.829201+00:00,14.683277799980715,0,up,X+,-3.8,-3.8,AIN9,Y+,voltage,-0.009916343465796671,0.0033017403192718794,-0.021504005417227745,0.0002463022246956825,12500,10,-0.009916343465796671,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:06.829201+00:00,14.683277799980715,0,up,X+,-3.8,-3.8,AIN8,Y+,current,-0.003073848364269361,0.04228456285949173,-0.07225464284420013,0.058255404233932495,12500,10,-0.03073848364269361,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:06.829201+00:00,14.683277799980715,0,up,X+,-3.8,-3.8,AIN7,Y-,voltage,-0.010010960324205224,0.0032462684626342166,-0.017721349373459816,0.0002463022246956825,12500,10,-0.010010960324205224,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:06.829201+00:00,14.683277799980715,0,up,X+,-3.8,-3.8,AIN6,Y-,current,-0.0038294084535958244,0.05085345914730203,-0.08265694975852966,0.07275768369436264,12500,10,-0.03829408453595824,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:08.631849+00:00,16.48591360001592,0,up,X+,-3.6,-3.6,AIN13,X+,voltage,-3.601846992969513,0.0026451876198877703,-3.608407735824585,-3.593907594680786,12500,10,-3.601846992969513,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:08.631849+00:00,16.48591360001592,0,up,X+,-3.6,-3.6,AIN12,X+,current,-0.02404530091397348,0.046237108921328755,-0.09400491416454315,0.048797398805618286,12500,10,-0.24045300913973477,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:08.631849+00:00,16.48591360001592,0,up,X+,-3.6,-3.6,AIN11,X-,voltage,-0.014793296874463558,0.0028637922610323767,-0.02339533343911171,-0.002275504171848297,12500,10,-0.014793296874463558,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:08.631849+00:00,16.48591360001592,0,up,X+,-3.6,-3.6,AIN10,X-,current,-0.005336135675271508,0.04309472858554289,-0.07225464284420013,0.05857067182660103,12500,10,-0.053361356752715076,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:08.631849+00:00,16.48591360001592,0,up,X+,-3.6,-3.6,AIN9,Y+,voltage,-0.009923681815066376,0.003304768574579123,-0.021188784390687943,-0.0006993973511271179,12500,10,-0.009923681815066376,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:08.631849+00:00,16.48591360001592,0,up,X+,-3.6,-3.6,AIN8,Y+,current,-0.003082145824267063,0.042294317316008676,-0.07099375873804092,0.05888593941926956,12500,10,-0.03082145824267063,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:08.631849+00:00,16.48591360001592,0,up,X+,-3.6,-3.6,AIN7,Y-,voltage,-0.009981556478224228,0.0032519664384142643,-0.017721349373459816,-0.0003841760044451803,12500,10,-0.009981556478224228,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:08.631849+00:00,16.48591360001592,0,up,X+,-3.6,-3.6,AIN6,Y-,current,-0.003772640434090281,0.05084354189975676,-0.08391783386468887,0.07307294756174088,12500,10,-0.03772640434090281,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:10.429935+00:00,18.283983699977398,0,up,X+,-3.4,-3.4,AIN13,X+,voltage,-3.4016295371627807,0.0026489425432173206,-3.4091877937316895,-3.3934266567230225,12500,10,-3.4016295371627807,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:10.429935+00:00,18.283983699977398,0,up,X+,-3.4,-3.4,AIN12,X+,current,-0.023028364848986967,0.04623552664907195,-0.0930592492222786,0.048797398805618286,12500,10,-0.23028364848986965,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:10.429935+00:00,18.283983699977398,0,up,X+,-3.4,-3.4,AIN11,X-,voltage,-0.0147625817024149,0.0028522825423148534,-0.022449670359492302,-0.001645061420276761,12500,10,-0.0147625817024149,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:10.429935+00:00,18.283983699977398,0,up,X+,-3.4,-3.4,AIN10,X-,current,-0.005311799419624731,0.04309487429322523,-0.07256986200809479,0.05794014036655426,12500,10,-0.053117994196247305,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:10.429935+00:00,18.283983699977398,0,up,X+,-3.4,-3.4,AIN9,Y+,voltage,-0.009889915306596086,0.0033018899845664697,-0.021819228306412697,-0.0006993973511271179,12500,10,-0.009889915306596086,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:10.429935+00:00,18.283983699977398,0,up,X+,-3.4,-3.4,AIN8,Y+,current,-0.003080934899189742,0.04228614096202595,-0.07193942368030548,0.05857067182660103,12500,10,-0.030809348991897422,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:10.429935+00:00,18.283983699977398,0,up,X+,-3.4,-3.4,AIN7,Y-,voltage,-0.009987835669433698,0.0032409353202021724,-0.017406128346920013,0.0008768359548412263,12500,10,-0.009987835669433698,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:10.429935+00:00,18.283983699977398,0,up,X+,-3.4,-3.4,AIN6,Y-,current,-0.003762275674304692,0.05084243789810771,-0.08549393713474274,0.07212714850902557,12500,10,-0.03762275674304692,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:12.230689+00:00,20.08472340001026,0,up,X+,-3.2,-3.2,AIN13,X+,voltage,-3.201940073814392,0.0026442675694077536,-3.208707094192505,-3.192945957183838,12500,10,-3.201940073814392,kV,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:12.230689+00:00,20.08472340001026,0,up,X+,-3.2,-3.2,AIN12,X+,current,-0.02206159223697381,0.04623458134991202,-0.09242881089448929,0.04942793399095535,12500,10,-0.2206159223697381,mA,WAVEFORM
cal_20260804T111952,2026-08-04T16:20:12.230689+00:00,20.08472340001026,0,up,X+,-3.2,-3.2,AIN11,X-,voltage,-0.014750628515798598,0.0028535834691091216,-0.022764891386032104,-0.0029059466905891895,12500,10,-0.014750628515798598,kV,WAVEFORM
